Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
49949598,A Window Breaks,C.M. Ewan,"Ewan, C.M.",,"=""1529009677""","=""9781529009675""",3,3.73,Pan,Paperback,400,2020,2019,2025/04/19,2025/04/19,"fiction, suspense","fiction (#307), suspense (#17)",read,"No amount of barbed wire on tall fences was going to be enough against Tom's constant insecurity and suspicion of his entire family. <br/><br/>i nEEd tO pROteCT mY FAmIly, he would exclaim, only to do nothing and spend more time introspectively over analysing every situation and casting suspicion.  If I wanted to observe an impotent character, I'd just narrate my own life. <br/><br/>The rest of the family wasn't endearing either. Rachel and Tom together were helicopter parents taken to extremes, suffering from self inflicted marriage healing drama for no good reason at all, no logic whatsoever. <br/><br/>The contrived reasons for stretching the plot out were too obvious. Tom I need to tell you something. Not now Rachel, for plot reasons. <br/><br/>That said the way the pieces of the story fit together was well done, small details and threads were related to each other somehow. It was just a slog getting there.",,,1,0
66016559,Unfinished Witchness (Haunted Haven Book 1),Ada Bell,"Bell, Ada",,"=""""","=""""",0,4.21,Empress Books,Kindle Edition,266,2023,,,2025/04/18,,,read,"A decent cozy paranormal mystery taking place in a small town. Some interesting characters but the story seems a bit fetched, and several important parts were just skipped including the actual moment of resolution.",,,1,0
103462848,Unfinished Witchness (Haunted Haven),Ada Bell,"Bell, Ada",,"=""1956819371""","=""9781956819373""",3,4.21,Empress Books,Paperback,410,2023,,2025/04/18,2025/04/18,"paranormal, cozy, fantasy, fiction, light-novel","paranormal (#13), cozy (#14), fantasy (#316), fiction (#306), light-novel (#26)",read,,,,1,0
197139482,"In the Silence of Decay (Pinter P.I., #1)",Lisa  Boyle,"Boyle, Lisa",,"=""1736607766""","=""9781736607763""",3,4.38,Lisa Boyle,Paperback,398,2023,2023,2025/04/17,2025/04/13,"mystery, fiction","mystery (#62), fiction (#305)",read,,,,1,0
813214,The Mist,Stephen        King,"King, Stephen",,"=""""","=""""",0,3.93,Signet,Paperback,176,2007,1980,,2025/04/17,to-read,to-read (#270),to-read,,,,0,0
176450755,The Other Valley,Scott Alexander Howard,"Howard, Scott Alexander",,"=""1668015471""","=""9781668015476""",4,3.87,Atria Books,Hardcover,290,2024,2024,2025/04/13,2024/06/07,"fantasy, fiction, paranormal, science-fiction","fantasy (#315), fiction (#304), paranormal (#12), science-fiction (#289)",read,"A slow burn mystery-esque scifi that's written in a natural setting. The characters are well written, nobody, not even the protagonist, feels remarkable or extraordinary or mundane or boring. They seem very, very human, in that they are selfish one moment and selfless the next, and with good reasons. <br/><br/>The setting is pretty well done too — the valley is next to duplicates of itself, only the neighbours are 20 years ahead and behind in time. The story takes place, of course, over 20 years, and is naturally woven in as we follow the protagonist's life, thoughts, ambitions. <br/><br/>It's definitely a unique setting which made reading through worth it. I think this is meant to be one of those ""let it wash over you"" stories; spending too much time treating it like a hard scifi where everything needs a complex accurate explanation will ruin it, and I'm glad it didn't go there. There was only enough to keep the world building, and the story moving along. <br/>",,,1,0
10073506,"Tinker, Tailor, Soldier, Spy (George Smiley, #5; Karla Trilogy, #1)",John Le Carré,"Carré, John Le",,"=""""","=""""",0,4.06,Penguin Books,Paperback,381,2011,1974,,2025/04/12,to-read,to-read (#269),to-read,,,,0,0
334176,"The Sparrow (The Sparrow, #1)",Mary Doria Russell,"Russell, Mary Doria",,"=""0449912558""","=""9780449912553""",0,4.14,Ballantine Books,Paperback,419,1997,1996,,2025/04/10,to-read,to-read (#268),to-read,,,,0,0
173754979,James,Percival Everett,"Everett, Percival",,"=""0385550367""","=""9780385550369""",3,4.47,Knopf Doubleday,Hardcover,303,2024,2024,2025/04/09,2024/06/08,"cozy, fiction, historical-fiction, young-adult","cozy (#13), fiction (#303), historical-fiction (#61), young-adult (#7)",read,"I think I'm glad I went in to this not remembering much of the original Huckleberry Finn, as evidenced by the more negative reviews, the comparison seems to be taking away from this book by itself. <br/><br/>That said, the content is disturbing at times and serious and ventures into bits of philosophy. I liked their ""other language"" introduced early on, very interesting as a premise, and it sets the scene for the rest of the book. ",,,1,0
318525,Red Storm Rising,Tom Clancy,"Clancy, Tom",,"=""0394298667""","=""9780394298665""",0,4.21,Random House Audio,Audio Cassette,,1988,1986,,2025/04/09,to-read,to-read (#267),to-read,,,,0,0
9014,The Long Walk,Richard  Bachman,"Bachman, Richard",Stephen        King,"=""0451196716""","=""9780451196712""",0,4.06,Signet,Mass Market Paperback,370,1999,1978,,2025/04/08,to-read,to-read (#266),to-read,,,,0,0
222094,A Choice of Gods,Clifford D. Simak,"Simak, Clifford D.",,"=""999740856X""","=""9789997408563""",4,3.70,G.P. Putnam's Sons (NYC),Hardcover,186,1972,1972,2025/04/07,2025/01/26,science-fiction,science-fiction (#288),read,"Very interesting speculative science fiction, I'm surprised this wasn't more popular. It's cozy reading, simply presented, and uses accessible language (though not all of it has aged well). <br/><br/>At the same time it covers so many different concepts and topics such as philosophy, space, technology, humanity, the galaxy, aliens, and probably more. There's an overarching slow burn mystery that permeates as the story progresses, but don't expect a rush, it definitely takes its time getting there, we are instead treated to the joys of a slower more appreciative life pace.",,,1,0
214151520,"The Liminal Zone, Vol. 2",Junji Ito,"Ito, Junji",,"=""1974752259""","=""9781974752256""",3,3.97,VIZ Media LLC,Hardcover,224,2025,2020,2025/04/07,2025/04/05,"fiction, horror, mystery, fantasy","fiction (#302), horror (#6), mystery (#61), fantasy (#314)",read,,,,2,0
210384894,"Days of Shattered Faith (The Tyrant Philosophers, #3)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""1035901528""","=""9781035901524""",2,4.45,Head of Zeus,Hardcover,525,2024,2024,2025/04/03,2025/03/28,,,read,"Sentence fragments. The prose, difficult. Wading in treacle made of headaches. Writing his review, the obliging need to.  Everyone talked the same. ""Couldn't tell people apart,"" he said. Couldn't tell the narration apart, from the dialogue. <br/><br/>A good story, somewhere in there. Perhaps.<br/><br/>Stops. And realised. ""Another third in a trilogy, another let down"".",,,1,0
62832482,"賭ケグルイ双 14 (Kakegurui Twin, #14)",Homura Kawamoto,"Kawamoto, Homura",Kei Saiki,"=""4757586752""","=""9784757586758""",0,4.03,スクウェア・エニックス,Paperback,0,2023,2023,2025/04/05,2025/04/04,"mystery, suspense, wholesome","mystery (#60), suspense (#16), wholesome (#11)",read,,,,1,0
181031840,"Echo of Worlds (Pandominion, #2)",M.R. Carey,"Carey, M.R.",,"=""035651806X""","=""9780356518060""",0,4.31,Orbit,Kindle Edition,496,2024,2024,,2025/03/28,to-read,to-read (#265),to-read,,,,0,0
32277642,The King in Yellow,Robert W. Chambers,"Chambers, Robert W.",,"=""153905344X""","=""9781539053446""",3,3.54,Createspace Independent Publishing Platform,Paperback,224,2016,1895,2025/03/25,2025/03/22,,,read,"Published in 1895, it's a set of short stories that I think are a precursor to horror/macabre stories of today, and with bits of alternative history on top.  <br/><br/>The writing style is very different from today's, obviously, and I noticed that several of the stories were introspective in their horror instead of the more gorey slop we are served today. It's nothing over the top, but just enough over a realistic day to day that gives it a wonderfully creepy quality. <br/><br/>The first few stories are horror with a common theme between them, the last 3 or so are unrelated and don't feel like they belong here, they're just dull as paint whimsical artsy fartsy ones that the collection could have done without.<br/><br/>It was available for free on Standard Ebooks (public domain).",,,1,0
214870359,ATRI -My Dear Moments-(1) (角川コミックス・エース),Unknown Author,"Author, Unknown",,"=""4041135028""","=""9784041135020""",2,2.00,,Comic,0,,,2025/03/23,2025/03/23,"visual-novel, science-fiction, light-novel, fiction, fantasy","visual-novel (#2), science-fiction (#287), light-novel (#25), fiction (#301), fantasy (#313)",read,,,,1,0
37835151,Open and Shut,Alastair Reynolds,"Reynolds, Alastair",,"=""""","=""""",0,3.59,Gollancz,ebook,9,2018,2018,2025/03/21,2024/11/06,"science-fiction, mystery, fiction","science-fiction (#286), mystery (#59), fiction (#300)",read,,,,2,0
75593499,"Machine Vendetta (Prefect Dreyfus Emergency, #3)",Alastair Reynolds,"Reynolds, Alastair",,"=""0316462845""","=""9780316462846""",4,4.30,Orbit,Paperback,374,2024,2024,2025/03/21,2025/01/12,"cozy, fiction, science-fiction, suspense","cozy (#12), fiction (#299), science-fiction (#285), suspense (#15)",read,"A fitting end (I think it's the end) to the series. The author didn't try to stretch anything out, just told a set of stories from start to finish without trying to milk anything or resorting to cheap tropes like bringing people back from the dead. The stakes felt all the more real for it. <br/><br/>The supporting cast is fantastic too, each one is principled and stoic in their own way without being too cheesy. <br/><br/>The author's worldbuilding helps set the scene in which the story plays out. And the series name is correct... there's always an emergency!",,,1,0
222457771,Not Till We Are Lost (Bobiverse #5),Dennis E. Taylor,"Taylor, Dennis E.",,"=""1680683454""","=""9781680683455""",2,4.31,Ethan Ellenberg Literary Agency,Kindle Edition,413,2025,2024,2025/03/13,2025/02/05,,,read,"Too many threads of activity going on, and most of it was filler material, with little consequence. I struggled to remember who or what was who or what, which didn't help.<br/><br/>This should have been much shorter. I hope this isn't the future of the series though. It started well enough has devolved into excess jargon.",,,1,0
9424053,"Blue Remembered Earth (Poseidon's Children, #1)",Alastair Reynolds,"Reynolds, Alastair",,"=""0575088273""","=""9780575088276""",0,3.88,Orion Publishing Group,Hardcover,512,2012,2012,,2025/03/13,to-read,to-read (#264),to-read,,,,0,0
21671,Mystic River,Dennis Lehane,"Lehane, Dennis",,"=""0060584750""","=""9780060584757""",1,4.17,William Morrow Paperbacks,Paperback,416,2001,2001,2025/03/08,2025/02/05,"fiction, mystery, pretentious, rubbish","fiction (#298), mystery (#58), pretentious (#4), rubbish (#23)",read,"<b>A glittering sprinkle coated fondant heap that gently enrobes a tiny odorless turd. </b><br/><br/>This reads like an extended internet recipe. The author meanders, wanderers, takes long walks, into the realms of irrelevant flashbacks before getting to the mediocrity of the actual point.<br/><br/>Despite the author's best attempts, there is a mystery there, trying to make itself known, but the passages of snobbish ""grit""and the internal monologues and slang references to a hardened lifestyle that probably pass for pseudo literature do their damnedest to keep it away from you. I genuinely felt my time being wasted away as I worked my way through the self insisting tripe, the mundane conversations trying to show how matter of fact and wizened everyone was with life lessons.<br/><br/>That's what the passages are like. Nobody could get through a coffee order without going through some childhood trauma or other irrelevant stories for no reason other than filler. It was like watching paint dry on a rainy day. You're not even sure the paint is drying, but you’re still sitting there, staring at it, wondering why you started in the first place, waiting for it to dry and when it finally does you realise it wasn't worth the wait. <br/><br/>The reason for that became pretty obvious as the ""story"", such as it was, progressed: without the reams of literary fondant coating it, the plot is just shit. Major plot points were so obvious early on that it felt like a relief when they finally happened (biggest of all Jimmy and Dave). The actual mystery though, unsatisfying in its useless revelation, gets hand waved away in a couple of paragraphs as an afterthought and self justifying mental gymnastics. Yep really. Nobody cared. <br/><br/>It wasn't even stinkingly bad shit, it was just the dry dessicated husk of shit, a long forgotten memory of a passing fox or a dog, left after a long, unrelanting summer, the kind where your skin's baking and everyone's roasting, inducing a general malaise and community lethargy, but everyone's maintaining a sense of civil niceness, since we're all humans after all and just two square meals and twenty degrees away from a barbaric breakdown of society.",,,1,0
19528273,戦う司書と黒蟻の迷宮　ＢＯＯＫ３ (集英社スーパーダッシュ文庫) (Japanese Edition),Ishio Yamagata,"Yamagata, Ishio",,"=""""","=""""",0,4.38,集英社,Kindle Edition,227,2006,2006,,2025/02/01,,,read,,,,1,0
